Date,ProductID,ProductName,Category,Supplier,UnitPrice,StockQuantity,StockValue,ReorderLevel,ReorderQuantity,UnitsSold,SalesValue,LastSoldDate,LastRestockDate,NextRestockDate,DeliveryTimeDays,DeliveryStatus
2024-02-03,e0b6bab3-b25c-4186-b2cf-7bcfa3cc9c43,Chips,Snacks,Henry-Velasquez,11.91,117,1393.47,26,63,111,1322.01,2024-01-21,2024-05-09,2024-05-19,1,Delayed
2024-06-09,bc2cd72f-9e42-4c63-96b1-aba2c0a03a36,Croissant,Bakery,Miller-Stevens,13.37,34,454.58,50,21,28,374.36,2024-05-30,2024-06-19,2024-06-23,3,Partial Delivery
2024-03-26,828d23b1-bc5e-4bfb-93b3-c94902eba9c1,Muffin,Bakery,"Lawrence, Hogan and Caldwell",20.82,11,229.02,38,78,5,104.1,2024-01-15,2024-01-25,2024-01-27,4,On Time
2024-03-06,cb2c11ab-6df9-417d-b7df-0e5988a8fcdf,Frozen Vegetables,Frozen,West-Collier,43.47,15,652.05,42,70,13,565.11,2024-03-22,2024-01-01,2024-01-31,5,On Time
2024-02-25,0746185d-d962-49dd-8ae8-f61a6b42d1a4,Banana,Produce,King LLC,17.74,188,3335.12,41,99,71,1259.54,2024-03-06,2024-05-01,2024-05-05,7,On Time
2024-06-26,74686ce7-a614-4655-baf1-395cc4e36d89,Bagel,Bakery,Charles LLC,12.22,77,940.94,13,59,28,342.16,2024-06-08,2024-06-18,2024-07-04,9,On Time
2024-05-23,14b6e311-2cd0-4740-8883-538008007de4,Cake,Bakery,Pratt Ltd,16.2,31,502.2,20,58,28,453.6,2024-06-25,2024-05-23,2024-06-08,8,On Time
2024-03-05,5418f9a0-71b5-4294-b185-3250dd47cf36,Glass Cleaner,Cleaning Supplies,Hoffman-Harper,32.93,167,5499.31,45,37,138,4544.34,2024-03-22,2024-02-01,2024-02-09,6,On Time
2024-06-21,8d27da3f-6d97-4ef8-bbae-7bdcb70df212,Muffin,Bakery,"Hunt, Weber and Saunders",8.17,175,1429.75,9,78,27,220.59,2024-05-30,2024-06-15,2024-06-22,6,On Time
2024-04-19,98333bad-2a2b-4aeb-82a7-168b39558ecb,Croissant,Bakery,Mack Inc,82.71,78,6451.38,17,55,16,1323.36,2024-02-21,2024-03-25,2024-03-27,5,Delayed
2024-02-17,ed61b4af-1113-49fb-8027-dd35cf5fdb66,Popcorn,Snacks,Gomez PLC,10.87,14,152.18,23,44,14,152.18,2024-01-09,2024-02-14,2024-02-24,10,Partial Delivery
2024-06-30,54309681-59e3-4892-bd48-2d4de85e1491,Glass Cleaner,Cleaning Supplies,Cruz Ltd,55.88,30,1676.4,24,25,17,949.96,2024-05-27,2024-06-02,2024-06-20,7,Delayed
2024-04-21,286d014a-1e07-476f-885a-2cbae79c82e5,Fish,Meat,Cook-Smith,66.36,171,11347.56,26,76,26,1725.36,2024-06-08,2024-02-02,2024-02-22,4,Partial Delivery
2024-05-11,116268fe-9de1-41cc-8513-3c7945c09ea3,Frozen Vegetables,Frozen,King Group,15.19,19,288.61,12,79,13,197.47,2024-05-28,2024-05-13,2024-06-03,1,Partial Delivery
2024-06-19,da38c35d-d740-45cf-8346-942718083faa,Cheese,Dairy,Haas-Stuart,66.53,190,12640.7,48,20,88,5854.64,2024-06-16,2024-05-22,2024-05-31,6,Partial Delivery
2024-02-18,20df22a0-9b34-4d85-b8ad-aa1c550488c3,Banana,Produce,Rivera-Chan,97.29,88,8561.52,7,97,18,1751.22,2024-01-11,2024-04-06,2024-04-08,4,On Time
2024-01-07,2586e19c-8810-4330-8ca5-0b419b28f12d,Milk,Dairy,Collins-Johnston,67.69,68,4602.92,38,52,6,406.14,2024-01-31,2024-05-20,2024-06-16,10,On Time
2024-01-16,b9d93b3c-b1ad-4d46-baa8-9631a526b288,Juice,Beverages,Wallace and Sons,23.05,69,1590.45,41,52,37,852.85,2024-03-15,2024-06-02,2024-06-08,1,Delayed
2024-03-09,79e20117-436c-4fab-ac8f-0d5a3fe89f3c,Carrot,Produce,Watson-Johnson,46.96,190,8922.4,15,28,123,5776.08,2024-01-30,2024-05-27,2024-06-13,1,On Time
2024-03-31,607b93a9-4f41-4328-a0c0-4da6b9232b6d,Muffin,Bakery,Gonzalez-Tran,80.27,48,3852.96,24,85,14,1123.78,2024-01-03,2024-01-19,2024-01-24,4,Partial Delivery
2024-04-08,9f6a109e-ac75-4dbf-baa2-631c0b7637f2,Croissant,Bakery,"Morris, Cervantes and Bell",33.82,53,1792.46,35,25,25,845.5,2024-02-29,2024-04-03,2024-04-21,5,Partial Delivery
2024-05-03,ac7c7c0a-2132-4c90-b52e-ece389ad60d2,Fish,Meat,"Fields, Knight and Phillips",31.23,179,5590.17,29,95,37,1155.51,2024-03-25,2024-01-30,2024-02-29,5,On Time
2024-05-16,3f2c7c32-cf94-424a-b420-4f74c313a2a4,Milk,Dairy,Jones Group,26.41,192,5070.72,33,45,156,4119.96,2024-02-07,2024-04-17,2024-04-29,8,On Time
2024-05-12,e8f5206a-0a47-4f93-bf3b-c80cd7d79e13,Apple,Produce,Donovan-Hodge,7.39,199,1470.61,42,22,8,59.12,2024-03-24,2024-06-26,2024-07-22,3,On Time
2024-05-18,258ae12a-3804-49fc-8a8c-7780e76056ad,Beef,Meat,Silva Inc,70.51,67,4724.17,5,44,54,3807.54,2024-03-20,2024-05-20,2024-06-02,10,Partial Delivery
2024-05-04,e44e931d-6944-4eee-987a-84d470d36d50,Sponges,Cleaning Supplies,"Jackson, Jackson and Gonzales",57.76,186,10743.36,32,41,47,2714.72,2024-03-05,2024-01-05,2024-01-30,9,Delayed
2024-06-16,fc6d54b8-b4e0-4d5e-9d16-07ed9a4ceb68,Candy,Snacks,"Butler, Gonzales and Williams",79.66,74,5894.84,6,65,48,3823.68,2024-03-24,2024-03-07,2024-03-11,2,Delayed
2024-03-25,1737269f-8c49-40de-a900-bf9505050943,Chips,Snacks,Roberts-Williams,81.1,44,3568.4,24,25,21,1703.1,2024-04-15,2024-05-07,2024-06-04,7,Delayed
2024-05-01,c11f1f13-83fb-499d-bf1c-4508b4822a30,Laundry Detergent,Cleaning Supplies,Cox Group,51.46,73,3756.58,21,30,25,1286.5,2024-04-12,2024-06-07,2024-06-11,4,Partial Delivery
2024-06-25,04c68199-7c58-4d9c-8c7e-128d370f3d64,Deodorant,Health & Beauty,"Reynolds, Wang and Taylor",2.94,142,417.48,14,56,104,305.76,2024-04-16,2024-02-14,2024-03-04,10,Partial Delivery
2024-04-05,4313dae4-6865-4bb1-ba97-9eedc9518ef8,Fish,Meat,Taylor and Sons,60.45,53,3203.85,35,36,0,0,,2024-04-07,2024-04-27,8,Partial Delivery
2024-03-01,2f995777-5a0e-40d9-8fe3-4b2aca7e1fd9,Soda,Beverages,"Mccarty, Thompson and Doyle",27.9,146,4073.4,12,65,38,1060.2,2024-04-14,2024-06-09,2024-06-18,10,Partial Delivery
2024-04-12,c72b51d1-0c7b-4259-a629-58a49ce22b92,Fish Sticks,Frozen,Black Inc,28.32,105,2973.6,13,68,56,1585.92,2024-04-19,2024-04-19,2024-04-29,6,Partial Delivery
2024-03-28,df4b568e-acfc-42f2-b263-a6f776b57407,Body Lotion,Health & Beauty,"Richardson, Nguyen and Burton",75.16,97,7290.52,19,25,29,2179.64,2024-03-28,2024-05-10,2024-06-01,7,Delayed
2024-04-09,efde37a6-c1db-4fbf-b825-75a6eb8b61e2,Chicken,Meat,"Clark, Dunn and Shaw",27,188,5076,45,74,145,3915,2024-01-29,2024-06-07,2024-06-29,10,Partial Delivery
2024-05-29,79928648-2d7f-4d2d-941c-0b99b90b3127,Deodorant,Health & Beauty,Paul-Wright,59.69,71,4237.99,34,41,12,716.28,2024-05-16,2024-03-08,2024-04-01,10,Delayed
2024-05-03,d2ff5c40-40c7-44ee-9e47-fa07327f870f,Yogurt,Dairy,"Sanchez, Michael and Chung",63.83,102,6510.66,44,53,13,829.79,2024-05-19,2024-02-29,2024-03-24,4,Partial Delivery
2024-02-14,a484c247-94e2-4dba-be1a-c9fc408da8df,Butter,Dairy,"Hughes, Hardy and Avery",19.7,84,1654.8,5,70,75,1477.5,2024-02-03,2024-06-06,2024-06-14,2,Partial Delivery
2024-02-29,2a08e7cf-5e9a-4b72-af46-82479307ff85,Cookies,Snacks,Phillips-Barker,23.35,19,443.65,15,50,15,350.25,2024-02-14,2024-03-31,2024-04-20,3,Delayed
2024-05-24,23a0956c-d09e-4982-8800-f19e57121c31,Pork,Meat,Reynolds-Nguyen,74.43,183,13620.69,7,28,112,8336.16,2024-06-28,2024-05-26,2024-06-23,2,On Time
2024-05-24,6590d777-de5d-4735-be1e-8de080249ff0,Sponges,Cleaning Supplies,"Palmer, Turner and Miller",42.72,188,8031.36,28,30,64,2734.08,2024-04-22,2024-03-28,2024-04-18,9,Partial Delivery
2024-03-10,d82eda5e-e568-448e-a5b8-6ce09cac74cf,Laundry Detergent,Cleaning Supplies,Haley LLC,13.21,70,924.7,6,87,19,250.99,2024-06-27,2024-02-11,2024-03-02,10,Delayed
2024-03-04,7c612a99-d0a9-4216-be2c-6e9be66afac3,Chips,Snacks,"Gonzalez, Rodriguez and Frazier",80.92,118,9548.56,37,28,20,1618.4,2024-06-01,2024-02-11,2024-03-05,9,Delayed
2024-01-26,e18f0656-c1f4-4a8b-8f32-012f2c061fb8,Water,Beverages,Smith-Parker,41.28,29,1197.12,40,74,4,165.12,2024-04-26,2024-06-27,2024-07-26,2,Partial Delivery
2024-06-25,a5c0a0e8-881a-4b4c-b6c5-e01aa6391a7e,Hand Sanitizer,Health & Beauty,Myers-Thornton,85.32,27,2303.64,11,66,4,341.28,2024-04-05,2024-02-01,2024-02-25,1,On Time
2024-05-19,eab84e4c-b188-43c6-b1f2-f3e2b4cff780,Beef,Meat,Price LLC,65.67,42,2758.14,16,71,32,2101.44,2024-02-08,2024-06-19,2024-06-21,2,Delayed
2024-01-26,98b6600c-59c5-4e6b-900c-0dc477b6310b,Coffee,Beverages,Wood Group,81.67,38,3103.46,17,88,22,1796.74,2024-06-07,2024-03-14,2024-03-18,3,Delayed
2024-06-17,b96cc5cf-979c-449a-8641-800ffdde032c,Tea,Beverages,"Young, Logan and Peters",32.99,138,4552.62,8,60,109,3595.91,2024-01-11,2024-03-11,2024-03-21,1,Delayed
2024-06-22,41ae2c52-d1e1-4a81-8f48-19c0d8cafc9e,Apple,Produce,"Flynn, Preston and Rodriguez",45.59,97,4422.23,49,90,7,319.13,2024-05-30,2024-05-10,2024-06-05,3,Delayed
2024-05-04,19328f14-4807-4096-aefc-4f959e8d834d,Candy,Snacks,Johnson Group,37.94,190,7208.6,26,98,101,3831.94,2024-03-17,2024-01-09,2024-02-04,3,On Time
2024-01-29,fe864109-5aef-4ef4-9120-6ef95f49dc9a,Hand Sanitizer,Health & Beauty,Watson PLC,45.1,110,4961,33,77,92,4149.2,2024-03-15,2024-04-24,2024-05-11,1,Delayed
2024-06-26,0e567305-af1a-4649-ab73-8447f0cc61e1,Granola Bars,Snacks,Barber Group,90.79,15,1361.85,29,98,10,907.9,2024-02-27,2024-05-15,2024-05-16,4,Partial Delivery
2024-04-28,5974707b-2fa6-4a73-aeb9-1dafe223168d,Cheese,Dairy,Moran Ltd,44.78,164,7343.92,48,87,142,6358.76,2024-04-09,2024-04-01,2024-04-26,7,Partial Delivery
2024-01-16,4e1d15ab-1fbd-4b85-94d5-16490b1fbb92,Bagel,Bakery,Yates LLC,46.31,70,3241.7,48,24,42,1945.02,2024-05-08,2024-01-09,2024-01-18,1,Delayed
2024-01-26,83b4e9a4-799e-48ef-8e98-fe460dbef8b6,Potato,Produce,Boyer Inc,43.14,17,733.38,34,25,1,43.14,2024-05-01,2024-05-25,2024-06-03,1,Partial Delivery
2024-05-16,76d3dd78-078f-498e-b7a2-08290aa1706a,Ice Cream,Frozen,"Barker, Bowman and Hernandez",63.25,61,3858.25,38,74,37,2340.25,2024-05-25,2024-02-28,2024-03-24,6,Partial Delivery
2024-06-03,db3b3547-e92c-48fd-b42a-29e4d2a2c85a,Popcorn,Snacks,Blankenship Ltd,62.2,53,3296.6,11,50,10,622,2024-02-20,2024-04-19,2024-04-27,1,Delayed
2024-02-11,5d1f273a-0bf3-43cc-a998-f17927bb0513,Croissant,Bakery,Warner and Sons,77.3,58,4483.4,45,25,38,2937.4,2024-02-16,2024-02-29,2024-03-14,2,Delayed
2024-03-29,dcbd9fc8-c3e0-4b06-b6ce-9c909e5e6e63,Croissant,Bakery,"Nguyen, Tanner and Blanchard",74.53,150,11179.5,11,92,38,2832.14,2024-04-13,2024-03-22,2024-03-25,1,Partial Delivery
2024-03-04,537b7872-9129-45ec-a39e-b03407dcae6b,Tea,Beverages,Lopez-Harris,29.01,149,4322.49,34,34,68,1972.68,2024-03-23,2024-01-14,2024-01-28,10,Delayed
2024-02-09,e0de6d66-ae3a-46c2-8dde-3c64a6fede36,Chicken Nuggets,Frozen,Juarez PLC,7.91,154,1218.14,11,97,141,1115.31,2024-05-04,2024-06-06,2024-06-22,1,Partial Delivery
2024-05-06,621f4672-77cb-44c5-b075-796bc1c33cdf,Cake,Bakery,Campbell Ltd,26.13,84,2194.92,43,86,65,1698.45,2024-05-13,2024-01-12,2024-01-16,8,On Time
2024-06-29,3019d671-83b2-4375-a7e7-3a61baffa41f,Beef,Meat,Park-Walker,94.97,182,17284.54,29,28,82,7787.54,2024-04-19,2024-01-07,2024-01-14,5,Partial Delivery
2024-02-05,d2edc9ac-d1b9-4f07-9c10-18768ded6342,Candy,Snacks,Ware-Dunn,73.54,188,13825.52,39,98,58,4265.32,2024-03-13,2024-02-07,2024-02-26,6,On Time
2024-01-23,f5ef1865-8f2b-4d91-8881-b3eae2dd5839,Dish Soap,Cleaning Supplies,Bradley LLC,6.14,180,1105.2,41,34,38,233.32,2024-06-06,2024-02-23,2024-03-10,7,Partial Delivery
2024-04-26,6d37cc10-e04e-453e-ad7a-a8a127ad6d90,Cream,Dairy,Miller PLC,66.09,94,6212.46,22,94,68,4494.12,2024-03-30,2024-02-15,2024-02-28,8,On Time
2024-05-12,6ba1706f-4e51-47bd-ab8a-28b5355742a5,Coffee,Beverages,Davis Group,76.6,12,919.2,47,23,5,383,2024-01-28,2024-05-28,2024-06-27,5,Partial Delivery
2024-06-21,44ab2856-42ab-4fc7-abb6-b1bad659ad8a,Deodorant,Health & Beauty,Mitchell PLC,48.02,84,4033.68,34,73,45,2160.9,2024-04-20,2024-04-11,2024-05-09,3,Partial Delivery
2024-03-18,6965393e-fee1-4635-8d97-b090c2be39ea,Toothpaste,Health & Beauty,"Bender, Smith and Craig",31.35,55,1724.25,18,43,2,62.7,2024-02-26,2024-01-19,2024-02-10,5,On Time
2024-05-16,055099d7-5ab4-4016-b2a2-6e7b4ee38b46,Cake,Bakery,Henderson-Christian,32.79,192,6295.68,8,47,38,1246.02,2024-04-20,2024-05-24,2024-06-04,1,On Time
2024-05-27,4b2b24dd-6915-42a1-916c-9aa17583b213,Milk,Dairy,Peterson-Norris,32.76,107,3505.32,44,99,0,0,,2024-03-17,2024-04-16,2,Delayed
2024-04-01,da014750-9dc2-4519-9da1-886a0c5d8690,Toothpaste,Health & Beauty,Lucas LLC,3.43,172,589.96,50,47,79,270.97,2024-04-26,2024-01-05,2024-01-09,6,Delayed
2024-03-13,5034bcd5-9fd5-448f-ae06-491a8f523243,Pizza,Frozen,Reed Group,19.24,10,192.4,12,87,2,38.48,2024-03-24,2024-05-03,2024-05-06,7,Delayed
2024-03-29,2227dc00-c480-4ca7-ae4e-66523ec4f82e,Hand Sanitizer,Health & Beauty,Anderson-Wilson,17.97,45,808.65,6,57,38,682.86,2024-03-01,2024-01-06,2024-01-14,2,Partial Delivery
2024-02-01,dff29973-1448-402f-9a03-1ebbfe0d3edd,Chicken,Meat,Estes PLC,36.39,171,6222.69,12,78,79,2874.81,2024-01-22,2024-02-21,2024-03-12,5,On Time
2024-01-10,495690ca-8c12-497a-942c-0782ba100990,Chips,Snacks,"Forbes, Gomez and Miller",55.73,162,9028.26,45,90,27,1504.71,2024-02-13,2024-06-11,2024-07-09,3,Delayed
2024-01-29,26eeef75-79a6-4f76-b89b-0d2c3df1112c,Potato,Produce,"Gonzalez, Williams and Cox",52.28,47,2457.16,47,33,8,418.24,2024-04-22,2024-01-13,2024-02-06,7,Partial Delivery
2024-05-06,764aa079-631d-48af-8301-128c89801dcc,Lettuce,Produce,Thompson-Green,85.91,110,9450.1,41,55,77,6615.07,2024-01-26,2024-01-30,2024-02-19,9,On Time
2024-03-31,4e6511e9-2473-485f-8de5-91a94129ea67,Trash Bags,Cleaning Supplies,"Dunn, Alexander and Price",13.78,144,1984.32,35,46,99,1364.22,2024-01-28,2024-06-24,2024-06-26,6,Partial Delivery
2024-04-29,d9b79c1f-45e1-4d93-b5c1-206703635121,Chicken,Meat,"Patterson, Gardner and Foster",9.23,149,1375.27,24,41,94,867.62,2024-05-18,2024-01-24,2024-01-27,4,Partial Delivery
2024-01-23,b5155484-5045-4ee3-b535-a1f0e8a2be4d,Water,Beverages,"Wood, Davis and Campbell",20.31,28,568.68,46,64,13,264.03,2024-06-17,2024-01-29,2024-01-30,3,Delayed
2024-04-01,eb8c47ff-20d4-4ad5-beda-3df868ee6411,Coffee,Beverages,Black LLC,52.67,70,3686.9,24,78,51,2686.17,2024-02-11,2024-06-21,2024-07-08,6,Partial Delivery
2024-05-15,dbb04ff4-bd5a-488a-838e-9768dba8298b,Cake,Bakery,"Ray, Goodwin and Pierce",66.84,200,13368,5,32,0,0,,2024-01-14,2024-01-23,5,Partial Delivery
2024-02-29,f5fc0a4c-ef9c-497f-a636-d2e6a990ffcd,Toothpaste,Health & Beauty,Young PLC,13.93,75,1044.75,37,22,62,863.66,2024-05-27,2024-06-30,2024-07-19,9,On Time
2024-03-11,b724f083-10b6-451d-afdb-63aea661e08a,Soda,Beverages,Chan Group,37.18,53,1970.54,20,63,14,520.52,2024-06-13,2024-03-08,2024-03-16,7,On Time
2024-04-25,4dd769df-22a9-4398-a20b-d6c15f753a7f,Water,Beverages,"Flynn, Contreras and Drake",91.31,91,8309.21,40,84,56,5113.36,2024-06-19,2024-05-15,2024-05-18,8,On Time
2024-02-13,550d52cf-a0ed-4379-b97f-51dbe58907b5,Bagel,Bakery,Harrell-Rose,93.4,39,3642.6,49,60,12,1120.8,2024-02-28,2024-01-05,2024-01-26,5,Delayed
2024-06-16,8fb83a84-0952-46e7-9a8b-ab30ce948d94,Coffee,Beverages,"Garcia, Hoffman and Miller",4.89,97,474.33,22,22,24,117.36,2024-05-20,2024-01-22,2024-02-09,7,On Time
2024-03-23,1683fc65-3100-43d0-a361-cf79e0ae6462,Dish Soap,Cleaning Supplies,"Garza, Snyder and Allen",9.11,155,1412.05,25,28,123,1120.53,2024-03-25,2024-04-02,2024-04-11,7,On Time
2024-05-23,978c6b4a-3faf-4b1a-b5f0-a54f81ae237e,Yogurt,Dairy,Smith-Hernandez,1.53,181,276.93,37,39,59,90.27,2024-05-12,2024-01-29,2024-02-28,7,Partial Delivery
2024-01-03,e3049876-65f1-4d4d-b2ab-8272f2211889,Pizza,Frozen,"Jones, Peck and Bell",22.37,126,2818.62,37,69,28,626.36,2024-05-31,2024-01-09,2024-02-02,4,Delayed
2024-01-31,3e64e0e0-734b-4332-9bc3-60efa4b608d9,Toothpaste,Health & Beauty,Nguyen and Sons,16.25,120,1950,9,57,106,1722.5,2024-04-16,2024-06-02,2024-06-06,6,On Time
2024-01-08,90013976-b9c4-454c-b0e5-7c7710b97685,Soda,Beverages,Cervantes Group,97.53,95,9265.35,24,75,13,1267.89,2024-06-27,2024-03-13,2024-03-14,3,On Time
2024-01-03,c6e7fa9e-5b61-404f-b01f-21d2e823c791,Glass Cleaner,Cleaning Supplies,Lopez-Mathews,29.11,43,1251.73,32,27,13,378.43,2024-03-06,2024-05-07,2024-05-29,10,Partial Delivery
2024-04-02,5a6f550b-fa14-4287-9fb1-97789952d102,Lamb,Meat,Hood Group,64.22,175,11238.5,18,36,28,1798.16,2024-03-15,2024-03-30,2024-04-26,1,Partial Delivery
2024-03-30,a8ee0390-e284-4bcf-9f7d-484a40ce621f,Coffee,Beverages,"Taylor, Garza and Burton",83.5,37,3089.5,18,78,12,1002,2024-06-25,2024-05-09,2024-05-10,10,Partial Delivery
2024-04-08,5b6c6bfe-95c9-479f-8593-f602884a89da,Sponges,Cleaning Supplies,Thompson Group,49.54,52,2576.08,27,70,42,2080.68,2024-01-15,2024-01-29,2024-02-03,1,On Time
2024-05-15,6ea8b1fa-555d-45d8-8b44-dece0f94be72,Water,Beverages,"White, Cohen and Jackson",57.36,35,2007.6,34,30,10,573.6,2024-04-12,2024-04-02,2024-04-09,2,On Time
2024-02-06,2cd0e951-c7c6-4351-bfe3-4431196d55e2,Juice,Beverages,Larson-Ramirez,49.13,53,2603.89,38,84,33,1621.29,2024-02-13,2024-02-28,2024-03-09,9,On Time
2024-03-09,34462035-6552-4d09-b9d7-b5bdd9d84d93,Juice,Beverages,Gomez-Hicks,91.66,25,2291.5,25,24,9,824.94,2024-02-12,2024-02-08,2024-02-18,1,Delayed
2024-05-07,ac5d6d9b-444b-4ea5-b6ae-808081329d05,Granola Bars,Snacks,Burton-Clark,2.75,70,192.5,36,34,60,165,2024-06-13,2024-04-23,2024-05-23,10,On Time
2024-01-30,803c20b1-f4ed-46f4-a85a-19b3a69eed75,Cake,Bakery,"Thomas, Glover and Kelly",28.16,93,2618.88,42,96,93,2618.88,2024-01-07,2024-05-11,2024-06-04,9,Partial Delivery
2024-03-27,fd7beb52-8711-42cc-a6cd-dcd01b386c64,Frozen Vegetables,Frozen,"White, Bates and Rivera",50.64,107,5418.48,32,58,105,5317.2,2024-02-18,2024-05-14,2024-05-18,5,Partial Delivery
2024-01-16,16128edf-8a40-459f-a16e-f8460135c909,Water,Beverages,Flores LLC,58.28,141,8217.48,27,29,74,4312.72,2024-02-25,2024-04-07,2024-04-09,5,Partial Delivery
2024-04-28,1b4991d1-59d3-4236-9811-2b88429de456,Granola Bars,Snacks,"Morton, Patterson and Robbins",77.17,175,13504.75,48,95,28,2160.76,2024-01-16,2024-05-06,2024-05-20,8,Partial Delivery
2024-04-01,6220fcca-3bfe-414f-812a-b917c55b66be,Deodorant,Health & Beauty,Joyce-Cunningham,71.17,70,4981.9,36,34,41,2917.97,2024-02-07,2024-04-17,2024-05-16,8,Delayed
2024-02-02,e5107a42-ef5a-49b4-8dbc-00d81324153b,Dish Soap,Cleaning Supplies,"Macdonald, Stein and Jackson",51.13,178,9101.14,26,65,131,6698.03,2024-05-19,2024-05-20,2024-06-02,2,On Time
2024-01-19,8bf9393b-e53f-49d7-aa9e-9c4f5926af8b,Milk,Dairy,Terry-Diaz,61.32,200,12264,7,99,151,9259.32,2024-03-08,2024-03-04,2024-03-23,6,Partial Delivery
2024-03-07,82d6dc83-05d5-4e6d-95d0-2ff726a4d1f6,Body Lotion,Health & Beauty,Scott-Osborne,67.94,125,8492.5,40,76,64,4348.16,2024-04-03,2024-04-19,2024-05-11,5,Delayed
2024-01-23,69ead296-9d42-47d3-a556-6cba4b758c3d,Cake,Bakery,"Shaw, Levy and Thomas",8.74,141,1232.34,50,25,35,305.9,2024-01-12,2024-05-11,2024-06-09,9,Delayed
2024-03-03,6a231c93-5505-4dda-b8d3-c1349a6311b6,Frozen Vegetables,Frozen,Bridges Inc,81.98,64,5246.72,10,72,1,81.98,2024-04-16,2024-06-02,2024-06-15,10,Delayed
2024-01-12,56f94f13-d775-4c03-93bb-211a5afea2da,Candy,Snacks,Diaz-Mosley,68.51,98,6713.98,25,28,16,1096.16,2024-03-19,2024-01-29,2024-02-03,3,Partial Delivery
2024-06-06,b940bd74-ecd9-4e6a-9981-4bea1c13f949,Toothpaste,Health & Beauty,"Vega, Welch and Mcclain",26.61,99,2634.39,32,50,35,931.35,2024-04-21,2024-04-30,2024-05-29,5,Partial Delivery
2024-01-03,beb4842f-f460-4943-8cb9-688fd951e079,Toothpaste,Health & Beauty,"Roberts, Peterson and Mcclain",83.33,77,6416.41,16,29,72,5999.76,2024-03-27,2024-03-11,2024-04-05,9,Delayed
2024-05-04,841ec746-7b5c-45fd-9037-0cc3b2c74b2c,Yogurt,Dairy,"West, Matthews and Grant",80.89,164,13265.96,38,40,6,485.34,2024-06-24,2024-06-25,2024-07-01,1,Delayed
2024-03-05,6a0d43b2-cd57-4a75-aadb-c93709054609,Coffee,Beverages,Chang LLC,84.8,147,12465.6,29,58,144,12211.2,2024-01-21,2024-01-01,2024-01-12,3,Partial Delivery
2024-06-06,3f49d685-1997-4f05-9518-836140aff9bf,Lamb,Meat,Gould-Harper,47.68,99,4720.32,5,22,58,2765.44,2024-03-27,2024-03-04,2024-03-21,10,Partial Delivery
2024-06-26,d60f00c3-854c-40dc-b957-d42f68f5b644,Pizza,Frozen,Randall PLC,78.49,78,6122.22,13,75,40,3139.6,2024-03-07,2024-04-01,2024-04-25,2,Delayed
2024-04-12,e2a00ff3-f952-41df-809b-797656206ad4,Carrot,Produce,Lee and Sons,16.03,12,192.36,41,72,7,112.21,2024-02-08,2024-03-13,2024-04-10,9,On Time
2024-04-16,3664025f-16bc-4b1f-9192-5a29be3f1862,Pork,Meat,"Weiss, Franklin and Hubbard",27.9,23,641.7,35,24,12,334.8,2024-05-07,2024-04-23,2024-05-07,3,Delayed
2024-05-19,e8bcd337-31d3-409a-bfca-fd84986cb25a,Apple,Produce,Richard Group,82.57,28,2311.96,21,70,16,1321.12,2024-02-17,2024-06-13,2024-06-22,10,Delayed
2024-02-09,de6b0146-3d7d-48fd-974b-a745ba213490,Carrot,Produce,"Kaiser, Walker and Delgado",41.53,193,8015.29,32,90,107,4443.71,2024-06-15,2024-05-29,2024-06-26,1,On Time
2024-06-06,dc7a0b8f-07ff-4ea5-bd49-b56d815ea845,Toothpaste,Health & Beauty,"Rodriguez, Fisher and Klein",15.66,157,2458.62,49,45,141,2208.06,2024-03-17,2024-06-19,2024-06-20,2,Partial Delivery
2024-04-29,8a04010c-af95-434e-a62f-50c619c3cd1c,Butter,Dairy,Young Inc,87.65,29,2541.85,45,83,27,2366.55,2024-06-26,2024-06-10,2024-07-09,7,On Time
2024-01-20,1a43283d-e818-4275-9928-38a374cccd27,Trash Bags,Cleaning Supplies,"King, Johnston and Adkins",60.1,138,8293.8,43,61,42,2524.2,2024-05-05,2024-03-23,2024-04-02,3,Delayed
2024-03-03,868b3fa7-baf2-44f0-860f-506b8963e2c3,Yogurt,Dairy,Price-Lee,37.96,122,4631.12,31,39,99,3758.04,2024-02-14,2024-04-05,2024-04-12,4,On Time
2024-03-31,7e6c1aef-9169-41d3-86d3-6cdb567b164d,Ice Cream,Frozen,"Martin, Potter and Ponce",22.53,104,2343.12,42,30,101,2275.53,2024-01-16,2024-02-05,2024-03-06,6,Partial Delivery
2024-06-07,3273e1cf-1a53-4713-80bf-00821fdab2f3,Bread,Bakery,Hawkins-Jones,56.21,91,5115.11,21,31,31,1742.51,2024-04-30,2024-03-09,2024-03-21,5,Delayed
2024-03-11,f4165249-c712-4da3-8cca-904f234a7974,Cheese,Dairy,Garcia Group,7.14,191,1363.74,25,99,2,14.28,2024-03-22,2024-06-23,2024-07-13,4,Partial Delivery
2024-05-17,91008d12-a6d5-4275-9526-284feda8201f,Popcorn,Snacks,Anderson Group,60.49,118,7137.82,25,94,7,423.43,2024-03-24,2024-01-30,2024-02-18,1,On Time
2024-02-13,ec9b4219-2cd4-492e-b7bc-02dda0f16652,Bagel,Bakery,"Richards, Taylor and Bennett",95.4,81,7727.4,20,72,69,6582.6,2024-04-22,2024-03-22,2024-03-28,4,Delayed
